researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,volume,pages,publisher,abdc_self_reported,citation_percentile,source
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Book Review The Dark Side of Jane Austen's World by Angela Youngman,,2025,Other,,,,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Using Technology to develop a deeper understanding of law and ethics with International Business Students,Using Technology to develop a deeper understanding of law and ethics with International Business Students,2020,Conference Abstracts,,,Martin F; Manwaring K; Wilcox T,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,"Using technology with international business students to a develop a deeper approach to learning taxation, law and ethics",,2020,Conference Presentations,,,Martin F; Manwaring K; Wilcox T,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,"An International Comparison of Legal Structures Carrying on a Social Mission: The United Kingdom, Usa,Italy, and Australia Compared from Both a Taxation Law and Legal Structure Perspective",,2020,Conference Presentations,,,Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Legal education in a Business School: taking law beyond the lawyers,,2019,Conference Presentations,,,Manwaring K; Bain K; Connor M; Kayis-Kumar A; Martin F; Murray W,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,How Corporate Tax Rates might affect Corporate Social Responsibility,,2019,Conference Presentations,,,Martin F; Mann R,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,How might corporate tax rates affect corporate environmental social responsibility?,How might corporate tax rates affect corporate environmental social responsibility?,2019,Conference Abstracts,,,Martin F; Mann R,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Charities and tax implications,,2019,Conference Presentations,,,Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Future of Charities and Tax,,2019,Conference Presentations,,,Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,GST: The Case for Selected Exemptions,,2019,Conference Papers,,,Martin F,,pp. 1 - 25,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,How Are the Entities specifically Listed in the Income Tax Act Selected? The Case for Reform of Tax Deductibility of Donations,,2019,Other,,,Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,How are entities specifically listed in the Income Tax Act selected? The case for reform of tax deductible donations,,2019,Other,,,Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Environmental Taxes and company tax rates,,2019,Conference Presentations,,,Martin FA; Mann R; Butcher B,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Submission to NSW state government Proposed National Indigenous Arts and Cultural Authority,,2019,Other,,,Stoianoff NP; Cahill A; Wright E; Collings N; Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Corporate Social Responsibility and environmental taxes,,2018,Conference Presentations,,,Mann R; Martin FA; Butcher B,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,How do corporate tax rates affect corporate environmental social responsibility? A comparison of Australia and the U.S.,Environmental Tax Conference,2018,Conference Abstracts,,,Mann RF; Butcher B; Martin F,,,Environmental Tax Conference,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Using adaptive eLearning to teach taxation law and legal problem-solving,Using adaptive eLearning to teach taxation law and legal problem-solving,2018,Conference Abstracts,,,Martin F; Connor M,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Riding the wave of law reform: Advocacy as a Charitable Purpose under Australian Law,Riding the wave of law reform: Advocacy as a Charitable Purpose under Australian Law,2018,Conference Abstracts,,,Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Income Tax Issues Relating to Crowdfunding in Australia,,2018,Conference Presentations,,,Martin FA,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Silencing of environmental charities: A Three Strand Critique,,2018,Conference Presentations,,,Martin FA,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Co-designing social enterprise legal models in Australia: a user-centered approach,Co-designing social enterprise legal models in Australia: a user-centered approach,2018,Conference Abstracts,,,Moran M; Martin FA; Barnes C; Seibert K,,,2018 ARNOVA-Asia Conference,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,adaptive e-Learning,,2017,Conference Presentations,,,Martin FA; Connor M,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Garuwanga': Forming a Competent Authority to Protect Indigenous Knowledge,2017 AIATSIS National Indigenous Research Conference,2017,Conference Abstracts,,,Martin FA; Stoianoff NP; Marshall V,,,2017 AIATSIS National Indigenous Research Conference,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,The Tax Deductibility of Gifts to charities: A USA v Australia comparison,,2017,Conference Presentations,,,Martin FA; Todd T,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Comparative Report Garuwanga: Forming a Competent Authority to protect Indigenous knowledge,,2017,Reports,,https://docs.wixstatic.com/ugd/123ed3_fd5835926b0549538ecabd821cd50b1a.pdf,Martin FA; Wright E; Stoianoff NP,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,A tax transparency code: A report to the government,,2016,Reports,,,Andrews M; Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Accountability and Transparency of Charities In New Zealand and Australia: Two Charities Commissions,Twelth International Conference of the International Society of Third Sector Research,2016,Conference Abstracts,,,Martin FA; Barker S,,,International Conference of the International Society of Third Sector Research,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Accountability and Transparency of Charities in New Zealand and Australia Two Charities Commissions,,2016,Conference Presentations,,,Martin FA; Barker S,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Accountability and transparency of charities in New Zealand and Australia: the rise and fall of two charities commissions,ATINER 13 th Annual conference on law,2016,Conference Abstracts,,,Martin FA; Barker S,,pp. 25 - 26,ATINER 13th Annual conference on law,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Teaching Taxation Law Using A Modified Problem Based Learning approach and the smart sparrow learning environment,,2016,Conference Posters,,,Martin FA; Connor M,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Corporate Tax Rates and the Northern Ireland Experience: Lessons for Australia,28th Australasian Tax Teachers Association Conference,2016,Conference Abstracts,,,Martin FA; Hansford A; Martin P,,,28th Australasian Tax Teachers Association Conference,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Survey on Online Feedback to students: How does it rate?,,2016,Conference Presentations,,,Martin FA; Manwaring K,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Social Entrepreneurs An Evaluation of the Pty Ltd Company from a corporation law and taxation law perspective,,2016,Conference Presentations,,,Martin FA; Nehme M,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,The Proprietary Limited Corporation as a Vehicle for Indigenous Economic Development,"Indigenous Business, Enterprise and Corporations Conference",2016,Conference Abstracts,,,Martin FA; Nehme M,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Cultural issues and small business taxpayer behaviour,28th Australasian Tax Teachers Association Conference,2016,Conference Abstracts,,,Martin FA; Yong S,,,28th Australasian Tax Teachers Association Conference,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,The History of the development of the Tax Deduction for gifts in Australia 1788 to 1927,,2016,Conference Presentations,,,Martin FA,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,The history of the tax deductibility of donations to charity,The history of the tax deductibility of donations to charity,2015,Conference Abstracts,,,Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Has the Charities Act 2013 changed the common law concept of charitable public benefit and if so how?,Has the Charities Act 2013 changed the common law concept of charitable public benefit and if so how?,2015,Conference Abstracts,,,Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Using Adaptive Online Lessons to Support Students Learning by Mistakes in Taxation Law,,2015,Conference Posters,,,Martin FA; Connor M,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Cultural diversity and tax compliance practices of New Zealand small businesses,Cultural diversity and tax compliance practices of New Zealand small businesses,2015,Conference Papers,,,Martin FA; Yong S,,,29th Conference of the Australian and New Zealand academy of Management,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Charities - Political Purposes and Advocacy,Charities - Political Purposes and Advocacy,2015,Conference Papers,,,Martin FA,,pp. 1 - 20,Australian Charity Law Association,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Legal Models Working Group,,2014,Reports,,,Martin FA; Morgan B; Greig A; Bennett S,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Can charities carry on Indigenous Businesses,"Indigenous Business, Enterprise and Corporations Conference",2014,Conference Abstracts,,,Martin FA,,,"Indigenous Business, Enterprise and Corporations Conference",,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,The History of the Australasian Tax Teachers Association,Annual Australasian Tax Teachers Association Conference,2014,Conference Abstracts,,,Martin FA,,,Annual Australasian Tax Teachers Association Conference,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Understanding Tax: An Evaluation of Online Assessment and Feedback as an aid in improving Postgraduate Student Learning,"Australasian Tax Teachers Association Conference, Griffith University, Brisbane",2014,Conference Papers,,,Martin FA,,,Australasian Tax Teachers Association Conference,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,An analysis of the income tax implications of mining payments to traditional land owners and Five proposals for legal reform,,2013,Theses / Dissertations,,,Martin F,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,The learning pathway: Online feedback using Grademark,,2013,Conference Posters,,,Martin FA; Connor M,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Tax issues relating to charities and not-for-profits,Australasian Tax Teachers Assocation Annual Conference,2013,Conference Abstracts,,,Martin FA,,,Australasian Tax Teachers Association Annual Conference,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Tax issues relating to charities and not-for-profits,,2013,Conference Presentations,,,Martin FA,,,,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Law Policy and Politics in Australia,Law Policy and Politics in Australia,2012,Conference Papers,,,Martin FA; O'Connell A; Chia JKW,,,10th International Society for Third Sector Research Conference,,,UNSW staff profile
Fiona Martin,https://www.unsw.edu.au/staff/fiona-martin,UNSW Sydney,Accounting,Charities and Unrelated Business Income,Charities and Unrelated Business Income,2012,Conference Papers,,,Martin FA; O'Connell A,,,Thomson Reuters Not-for-Profit Law and Regulation Conference,,,UNSW staff profile
