researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,abdc_self_reported,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"ATO's new individual professional practitioner (IPP) taxing measure: background, context and policy analysis",Australian Tax Law Bulletin,2016,Journal articles,,,Bain KE; Boccabella D,2,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Negative gearing - Is another judicial view possible?,Weekly Tax Bulletin,2016,Journal articles,,,Boccabella D; Lawrence S,2,,pp. 825 - 829,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Can stakeholders be satisfied with accountants' education to act as advisors to self managed superannuation funds?,Financial Planning Research Journal,2016,Journal articles,,,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Car depreciation cost base limit: Why are cars singled out for deduction denial of luxury expenditure?,Australian Tax Law Bulletin,2016,Journal articles,,,Boccabella D,1,,pp. 101 - 102,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Home office expenses: claiming occupancy costs when the employer does not provide a workplace,Australian Tax Law Bulletin,2016,Journal articles,,,Boccabella D,1,,pp. 165 - 171,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Professionals' tax break overturned,CCH Tax Week,2016,Journal articles,,,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Recording entitlement rule in new trust streaming provisions: Has Parliament handed a tax-planning gift to tax planners?,Weekly Tax Bulletin,2016,Journal articles,,,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Recording entitlement rule in trust streaming provisions allows for creation of mismatches,Tax Specialist,2016,Journal articles,,,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,SOME COMMENTS ON THE ROLE OF A REVIEWER (REFEREE) OF AN ARTICLE,JOURNAL OF THE AUSTRALASIAN TAX TEACHERS ASSOCIATION,2016,Journal articles,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000393483600002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,Boccabella D,1,11,pp. IV - VI,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Step-up in cost base for MIT investors where “over-taxation” occurs: What about closely held trusts,Weekly Tax Bulletin,2016,Journal articles,,,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Removal of the GST low value threshold: Analysis of main design options and enforcement issues,Australian Tax Law Bulletin,2015,Journal articles,,,Boccabella D; Bain K,2,2015,pp. 172 - 177,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Pattern of distributions test for discretionary trusts: defects reveal questionable policy design and implementation,"Australian Tax Forum: a journal of taxation policy, law and reform",2015,Journal articles,,,Boccabella D,1,30,pp. 411 - 434,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Reconciling the Overlap of Charging Provisions in Regard to Non-Cash Benefits from Employment, Personal Exertion and Business",Journal of Australian Taxation,2015,Journal articles,,,Boccabella D,1,17,pp. 85 - 138,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Changing use of business structures: Have university business law teachers failed to reflect this in their teaching?,Journal of the Australasian Tax Teachers Association,2014,Journal articles,,http://search.informit.com.au/documentSummary;dn=943471682827903;res=IELBUS,Boccabella D; Freudenberg B,2,9,pp. 180 - 214,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Shedding light on the two strands in Myer Emporium and related issues,ConTax - Student Member Newsletter of the Tax Institute,2014,Journal articles,,,Boccabella D; Seymour E,2,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Defective pattern of distributions test guarantees revenue loss usage,Tax Specialist,2014,Journal articles,,http://search.informit.com.au/documentSummary;dn=775886739331652;res=IELBUS,Boccabella D,1,18,pp. 60 - 72,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Lambert v FCT: Accountant and taxpayer trip up over discretionary trust,Australian Tax Law Bulletin,2014,Journal articles,,http://www.lexisnexis.com/au/legal/results/docview/attachRetrieve.do?csi=413869&A=0.2619583231313879&ersKey=23_T21822173935&urlEnc=ISO-8859-1&inline=y&smi=34591&componentseq=1&key=5CRB-N481-DYYB-T4TP-00000-00&type=pdf&displayType=full_pdf&lni=5CRB-N481-DYYB-T4TP&docTitle=Re%20Lambert%20and%20Commissioner%20of%20Taxation%3A%20discretionary%20trust%20trips%20up%20accountant%20and%20client%20of%20accountant,Boccabella D,1,1,pp. 36 - 41,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Streaming notional net capital gains on vesting of discretionary trust asset in beneficiary: The “net financial benefit” difficulty,Weekly Tax Bulletin,2014,Journal articles,,,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,The taxation of trusts: discourse has not been helpful,Weekly Tax Bulletin,2014,Journal articles,,,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"CGT Event K7 provides loss recognition for personal consumption expenditure; History, anomalies and policy basis",Australian Tax Review,2013,Journal articles,,http://www.westlaw.com.au/maf/wlau/app/document?docguid=I0c294434fa6811e29378fed7a4e63506&tocDs=AUNZ_AU_JOURNALS_TOC&isTocNav=true&startChunk=1&endChunk=1,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Extinguishment of tax attributes (e.g. losses) on death under Australia's income tax is anomalous and inequitable,"Australian Tax Forum: a journal of taxation policy, law and reform",2013,Journal articles,,http://search.informit.com.au/documentSummary;dn=834461540376443;res=IELBUS,Boccabella D,1,,pp. 233 - 271,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Removal of FBT statutory formula for valuing car fringe benefits is ""just"" the removal of a tax concession",,2013,Journal articles,,,Boccabella D,1,,pp. 1339 - 1343,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,The Oswal Case: difficulty of streaming a notional net capital gain to a beneficiary who has a vested interest in the asset,Weekly Tax Bulletin,2013,Journal articles,,,Boccabella D,1,,pp. 2079 - 2082,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,What should be the timing rule for 'derivation' of assessable income by beneficiaries of discretionary trusts?,Journal of Australian Taxation,2013,Journal articles,,"http://www.jausttax.com/Articles_Free/JAT%20Volume%2015,%20Issue%201%20-%20Boccabella.pdf",Boccabella D,1,15,pp. 85 - 131,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,An ordered approach to the tax rules for problem solving in a first Australian income taxation law course can improve student performance,eJournal of Tax Research,2012,Journal articles,,,Boccabella D,1,10,pp. 621 - 656,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Another skirmish on the discretionary trust battlefield,Weekly Tax Bulletin,2012,Journal articles,,,Boccabella D,1,47,pp. 1710 - 1714,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,A loss-carryback rule for business losses in Australia: Some initial thoughts,Weekly Tax Bulletin,2011,Journal articles,,,Boccabella D,1,,pp. 1710 - 1714,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,High Court special leave application in Clark trust resettlement case: suggested considerations - Part 1,Weekly Tax Bulletin,2011,Journal articles,,,Boccabella D,1,,pp. 1166 - 1170,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,High Court special leave application in Clark trust resettlement case: suggested considerations - Part 2,Weekly Tax Bulletin,2011,Journal articles,,,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Is the Clark trust case a reminder of another mystery “lurking” in the Trust Loss Rules?,Weekly Tax Bulletin,2011,Journal articles,,,Boccabella D,1,,pp. 573 - 575,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Theft of trading stock: preventing a double deduction on loss by theft is problematic,Australian Tax Review,2011,Journal articles,,,Boccabella D,1,40,pp. 26 - 51,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Special leave application in Anstis raises some fundamental issues,Weekly Tax Bulletin,2010,Journal articles,,,Boccabella D,1,,pp. 389 - 392,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Self-education expenses - the importance of the Anstis case,Weekly Tax Bulletin,2009,Journal articles,,,Boccabella D,1,2009,pp. 671 - 673,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Taxing the family home: status quo is not a principled position,Weekly Tax Bulletin,2009,Journal articles,,,Boccabella D,1,,,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,The Anstis appeal and self-education expenses: deduction denial more likely,Weekly Tax Bulletin,2009,Journal articles,,,Boccabella D,1,2009,pp. 1500 - 1504,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,$250 deduction denial for expenses of self-education: Retention of Section 82A is a mystery,Australian Tax Review,2008,Journal articles,,,Boccabella D,1,37,pp. 164 - 191,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Are Mortgage Discharge Fees and Expenses,Weekly Tax Bulletin,2007,Journal articles,,,Boccabella D,1,2007,pp. 1633 - 1635,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Continuity of Business Test and Large Company Tax Losses: Yes, No, Perhaps and Yes Again",Weekly Tax Bulletin,2007,Journal articles,,,Boccabella D,1,2007,pp. 866 - 867,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Enactment of deduction rule regarding travel between workplaces or income producing activities can lead to errors,Journal of Australian Taxation,2007,Journal articles,,http://classic.austlii.edu.au/au/journals/JlATax/2007/4.html,Boccabella D,1,10,pp. 133 - 181,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Inclusion in cost base of investment property of interest denied deductibility under a split loan because of Part IVA: some follow up analysis,Revenue Law Journal,2007,Journal articles,,,Boccabella D,1,17,pp. 138 - 160,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Share sales at amounts significantly in excess of market value on long-dated payment terms,Australian Tax Review,2007,Journal articles,,,Boccabella D,1,36,pp. 78 - 99,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Should CGT Asset Cost Base Inclusion take Priority over the Black-Hole Expenditure Section?,Weekly Tax Bulletin,2007,Journal articles,,,Boccabella D,1,2007,pp. 2093 - 2096,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"The ""no gain/no loss"" rule: A reminder of nothings",Weekly Tax Bulletin,2006,Journal articles,,,Boccabella D,1,2006,pp. 1176 - 1179,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,ATO`s determination on CGT cost base inclusion for interest expenditure denied deductibility under split loans because of Part IVA is flawed and misleading,Revenue Law Journal,2005,Journal articles,,,Boccabella D,1,15,pp. 50 - 89,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Is the Australian Taxation Office failing to use all its weapons aggressive tax planning? An analysis against the facts in Puzey v FCT,Journal of Australian Taxation,2005,Journal articles,,,Boccabella D,1,8,pp. 217 - 288,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Does the interest expenditure denied deductibility in Hart's case enter the CGT cost base of the investment property? An examination of the key issues,Australian Tax Review,2004,Journal articles,,,Boccabella D,1,33,pp. 216 - 238,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Home loan unit trust arrangement: nature and quantum of advantage sought and analysis of tax effectiveness under the non-Part IVA provisions,Australian Tax Review,2003,Journal articles,,,Boccabella D; O Sullivan TD,2,32,pp. 73 - 102,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Home loan unit trust arrangements: analysis of application of Part IVA,Australian Tax Review,2003,Journal articles,,,Boccabella D; O Sullivan TD,2,32,pp. 236 - 277,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,ATO's scrutiny of service trusts (entities) may result in over-punishment of taxpayers,Weekly Tax Bulletin,2003,Journal articles,,,Boccabella D,1,2003,pp. 1359 - 1361,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Denial of franking account credit for carry forward surplus may expose companies to 'franking additional tax,Weekly Tax Bulletin,2003,Journal articles,,,Boccabella D,1,2003,pp. 1274 - 1278,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Was the ATO too quick in rejecting a cash basis of 'incurred' - analysis of ATO's rejection against the background of a standard split loan,Australian Tax Review,2003,Journal articles,,,Boccabella D,1,32,pp. 103 - 121,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Wish list of inclusions in forthcoming ruling on distributions of partnership profits,Weekly Tax Bulletin,2003,Journal articles,,,Boccabella D,1,2003,pp. 1869 - 1873,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Budplan case: Not a victory on every front for the Commissioner,Weekly Tax Bulletin,2002,Journal articles,,,Boccabella D; Harris J,2,2002,pp. 680 - 684,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Assessable income dropout of receivables on changeover from cash to accruals tax accounting: Another nail in Henderson coffin,Weekly Tax Bulletin,2002,Journal articles,,,Boccabella D,1,2002,pp. 1951 - 1955,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Discount capital gains and car fringe benefits: Where is tax paternalism when it`s really needed?,Weekly Tax Bulletin,2002,Journal articles,,,Boccabella D,1,2002,pp. 720 - 723,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Home loan unit trust arrangement: Response to some pro-taxpayer assertions,Weekly Tax Bulletin,2002,Journal articles,,,Boccabella D,1,2002,pp. 883 - 888,,,,UNSW staff profile,,,,,
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Non self-executing nature of Part IVA: Potential opportunity for ATO, and pitfall for taxpayers",Weekly Tax Bulletin,2002,Journal articles,,,Boccabella D,1,,pp. 1814 - 1818,,,,UNSW staff profile,,,,,
