researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id,author_match_type,openalex_author_id,review_reason
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Initial High ScvO2 Is Related to Organ Dysfunction in Severe Sepsis and Septic Shock Patients,Journal of Emergency Medicine,2012,Journal Articles,10.1016/j.jemermed.2012.09.049,https://doi.org/10.1016/j.jemermed.2012.09.049,Suk Lee; Yeonsun Hong; Jin‐Sung Park; E. Lee; Seonyeop Kim,5,43,917-917,Elsevier BV,0.09384335,OpenAlex,False,0,0.0,0736-4679,W2011870219,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Development of a patient-specific 3D dose evaluation program for QA in radiation therapy,Journal of the Korean Physical Society,2015,Journal Articles,10.3938/jkps.66.859,https://doi.org/10.3938/jkps.66.859,Suk Lee; Kyung Hwan Chang; Yuan Cao; Jang Bo Shim; Dae Sik Yang; Young Je Park; Won Sup Yoon; Chul Yong Kim,8,66,859-866,Springer Science+Business Media,0.12387851,OpenAlex,False,0,0.0,0374-4884,W2012254389,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,In Vivo Comparison of Marker-Based Localization of Prostate With Conventional Anatomical Match Using Stereoscopic kVp X-rays During External Beam Radiotherapy,International Journal of Radiation Oncology*Biology*Physics,2007,Journal Articles,10.1016/j.ijrobp.2007.07.1451,https://doi.org/10.1016/j.ijrobp.2007.07.1451,G. Weinstein; Shirish Jani; K. Li; Shirish Jani; J. Pothilat; S. Glazebrook; Suk Lee,7,69,S358-S358,Elsevier BV,0.12912482,OpenAlex,False,0,0.0,0360-3016,W2015935699,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,SU‐E‐J‐24: Imaging Dose Dependence On Fractionation Scheme and Tracking Method in CyberKnife Robotic Radiosurgery,Medical Physics,2013,Journal Articles,10.1118/1.4814236,https://doi.org/10.1118/1.4814236,CJ Tien; Sonja Dieterich; Suk Lee; BH Curran; E Sternick,5,40,154-154,Wiley,0.10375832,OpenAlex,False,0,0.0,0094-2405,W2020541207,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Isocenter Optimal Matching Shift Algorithm to Verify the Dose Distribution in Intensity-Modulated Radiation Therapy through the Stochastic Property,Journal of the Korean Physical Society,2007,Journal Articles,10.3938/jkps.51.1792,https://doi.org/10.3938/jkps.51.1792,Dongho Shin; Myonggeun Yoon; Sung Yong Park; Se Byeong Lee; Kwan Ho Cho; Chun Gun Park; Suk Lee; Dong Oh Shin,8,51,1792-1797,Springer Science+Business Media,0.13582018,OpenAlex,False,0,0.0,0374-4884,W2021850408,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Treatment Outcome and Analysis of the Prognostic Factors of High Grade Glioma Treated by Postoperative Radiotherapy,Radiation Oncology Journal,2010,Journal Articles,10.3857/jkstro.2010.28.3.117,https://doi.org/10.3857/jkstro.2010.28.3.117,Sun Min Lee; Young Je Park; Won Sup Yoon; Suk Lee; Dae Sik Yang; Yong Gu Jeong; Chul Yong Kim,7,28,117-117,,0.10875092,OpenAlex,False,0,0.0,1229-8719,W2071188531,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Railway Object Recognition Using Mobile Laser Scanning Data,Journal of the Korea Industrial Information Systems Research,2014,Journal Articles,10.9723/jksiis.2014.19.2.085,https://doi.org/10.9723/jksiis.2014.19.2.085,Chao Luo; Yoon Seok Jwa; Gun Ho Sohn; Jong Won; Suk Lee,5,19,85-91,,0.09631702,OpenAlex,False,0,0.0,1229-3741,W2077166553,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Is ultrasound-guided radiofrequency ablation indicated for mucinous hepatic lesions? experimental study in extracted bovine liver,Ultrasound in Medicine & Biology,2003,Journal Articles,10.1016/s0301-5629(03)00726-9,https://doi.org/10.1016/s0301-5629(03)00726-9,C. Park; Suk Lee; Sang‐il Suh; K. Kim; C. Kim,5,29,S183-S184,Elsevier BV,0.13415574,OpenAlex,False,0,0.0,0301-5629,W2092274564,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Formation Control for Swarm Robot using Radius of Curvature,Journal of the Korean Society for Precision Engineering,2014,Journal Articles,10.7736/kspe.2014.31.11.1023,https://doi.org/10.7736/kspe.2014.31.11.1023,Dong Woo Kang; Young Hun Song; Suk Lee; Kyung-Chang Lee,4,31,1023-1030,Korean Society of Precision Engineering,0.17396708,OpenAlex,False,0,0.0,1225-9071,W2122492738,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Mating behavior and antennal response of the soybean pod worm Matsumuraeses phaseoli (Matsumura) (Lepidoptera: Tortricidae),한국응용곤충학회 학술발표회,2007,Journal Articles,,,Jum Rae Cho; Suk Lee; Jin Kyo Jung; Bo Yoon Seo,4,,169-169,,0.1483798,OpenAlex,False,0,0.0,,W2150636900,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Dosimetric Comparison of Radiosurgical Modalities using EDR Film: Gamma Knife vs. CyberKnife,International Journal of Radiation Oncology*Biology*Physics,2010,Journal Articles,10.1016/j.ijrobp.2010.07.1853,https://doi.org/10.1016/j.ijrobp.2010.07.1853,Suk Lee; Sunyoung Jang; Terence T. Sio; James Segala; Donna Allard; Bruce Curran; E Sternick; David E. Wazer,8,78,S800-S800,Elsevier BV,0.23399313,OpenAlex,False,0,0.0,0360-3016,W2162154377,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Occurrence and Control of Clothianidin-Resistant Cotton Aphid (Aphis gossypii),한국농약과학회 학술발표대회 논문집,2010,Journal Articles,,,Hee-Bong Seok; Suk Lee; Kee-Don Han,3,,148-148,,0.14765879,OpenAlex,False,0,0.0,,W2216211915,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Mating disruption of Spodoptera litura and Helicoverpa assulta in a greenhouse,한국응용곤충학회 학술발표회,2006,Journal Articles,,,Jum Rae Cho; Kyung San Choi; Suk Lee; Chang Gyu Park; Minho Lee; Dae Joon Im,6,,164-164,,0.17117399,OpenAlex,False,0,0.0,,W2242466983,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,?Estimation of the Real-time Respiratory Simulation System in CyberKnife Image-guided Radiosurgery,Journal of the Korean Physical Society,2010,Journal Articles,10.3938/jkps.56.164,https://doi.org/10.3938/jkps.56.164,Suk Lee; Chul Kee Min; Weon Kuu Chung; Jang Bo Shim; HyunDo Huh; S.H. Lee; S.K. Cho; Sangwook Lim; Kwang Hwan Cho; Chul Yong Kim; Jong Soo Lim; Soo Il Kwon,12,56,164-170,Springer Science+Business Media,0.26388608,OpenAlex,False,0,0.0,0374-4884,W2313652318,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Percutaneous biliary stone removal: balloon sphincteroplasty and flood method,Journal of Vascular and Interventional Radiology,2014,Journal Articles,10.1016/j.jvir.2013.12.457,https://doi.org/10.1016/j.jvir.2013.12.457,S. Cho; G. Kim; Y. Kim; Haejoo Chung; Suk Lee; Tae Seok Seo; Sang Hyun Paik; J. Cho,8,25,S169-S170,Elsevier BV,0.23350292,OpenAlex,False,0,0.0,1051-0443,W2320157256,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Prediction of Instability Separation Modes and Its Application in Practical Dynamic Security Region,天津大学学报：英文版,2007,Journal Articles,,,Suk Lee,1,,,,0.22423629,OpenAlex,False,0,0.0,,W2358876929,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,VERTICES OF GENERALIZED REGULAR PLANE CURVES,Acta Mathematica Sinica English Series,1958,Journal Articles,,,Suk Lee,1,,,Springer Science+Business Media,0.32097187,OpenAlex,False,0,0.0,1439-7617,W2372426556,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A Study on FIBEX Automatic Generation Algorithm for FlexRay Network System,IEMEK Journal of Embedded Systems and Applications,2013,Journal Articles,10.14372/iemek.2013.8.2.069,https://doi.org/10.14372/iemek.2013.8.2.069,Jiho Park; Suk Lee; Kyung-Chang Lee,3,8,69-78,,0.27655838,OpenAlex,False,0,0.0,1975-5066,W2395490683,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Development of Contact Force Measurement Algorithm for a 3D Printing-type Flexible Tactile Sensor,Journal of Institute of Control Robotics and Systems,2015,Journal Articles,10.5302/j.icros.2015.15.0005,https://doi.org/10.5302/j.icros.2015.15.0005,Kyeong-Hwa Jeong; Ju-Kyoung Lee; Suk Lee; Kyung-Chang Lee,4,21,583-588,"Institute of Control, Robotics and Systems",0.16176119,OpenAlex,False,0,0.0,1976-5622,W2408240541,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Evaluation of the dosimetric accuracy for a couch-based tracking system (CBTS),Journal of the Korean Physical Society,2016,Journal Articles,10.3938/jkps.69.241,https://doi.org/10.3938/jkps.69.241,Kyung Hwan Chang; Suk Lee; Kwang Hyeon Kim; Jang Bo Shim; Dae Sik Yang; Young Je Park; Won Sup Yoon; Chul Yong Kim; Yuanjie Cao,9,69,241-247,Springer Science+Business Media,0.13595986,OpenAlex,False,0,0.0,0374-4884,W2482374453,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Efficacy of multiple ovulation induction by modulating angiotensin II receptor during in vitro maturation of murine ovarian follicle,Fertility and Sterility,2016,Journal Articles,10.1016/j.fertnstert.2016.07.549,https://doi.org/10.1016/j.fertnstert.2016.07.549,Y. Kim; Suk Lee; Sae Jeong Yang; Hye Min Choi; J. Lee; Huimin Whang; K. Yi; H. Park; Jung‐Ho Shin; Tak Kim; Jun Young Hur,11,106,e185-e185,Elsevier BV,0.10637713,OpenAlex,False,0,0.0,0015-0282,W2511326579,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Risk of increased insulin resistance with statin therapy for non-dyslipidemic asians,Atherosclerosis,2015,Journal Articles,10.1016/j.atherosclerosis.2015.04.954,https://doi.org/10.1016/j.atherosclerosis.2015.04.954,Myung Han Hyun; Byoung Geol Choi; Hong Seog Seo; E. Lee; Se Yeon Choi; Shu Xu; Harris Abdullah Ngow; J.J. Lee; K.N. Lee; J. B. Kim; Suk Lee; J.O. Na; Cheol Ung Choi; Hong Euy Lim; J.W. Kim; Seung‐Woon Rha; E.J. Kim; Chang Gyu Park; Dong Joo Oh,19,241,e196-e197,Elsevier BV,0.24305516,OpenAlex,False,0,0.0,0021-9150,W2515059494,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,P3-194: The palliative effect of endobronchial brachytherapy for previously irradiated patients,Journal of Thoracic Oncology,2007,Journal Articles,10.1097/01.jto.0000284169.72947.35,https://doi.org/10.1097/01.jto.0000284169.72947.35,Young Je Park; Chul Yong Kim; Kwang Taik Kim; Dae Sik Yang; Suk Lee,5,2,S763-S763,Elsevier BV,0.38474061,OpenAlex,False,0,0.0,1556-0864,W2518727152,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Application of Pulse Pile-Up Correction Spectrum to the Library Least-Squares Method,Journal of Radiation Protection and Research,2006,Journal Articles,,,Suk Lee,1,31,173-179,,0.32896989,OpenAlex,False,0,0.0,0253-4231,W2519752148,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,P3-188: Optimization of lung IMRT Treatment plans using a beam direction and virtual organ delineation,Journal of Thoracic Oncology,2007,Journal Articles,10.1097/01.jto.0000284163.18035.5a,https://doi.org/10.1097/01.jto.0000284163.18035.5a,Suk Lee; Kwang Hwan Cho; Hun Joo Shin; Sang Hoon Lee; HyunDo Huh; Samjoo Cho; Sangwook Lim; Jisun Jang; Dongho Shin; Young Je Park; Nam Kwon Lee; Dae Sik Yang; Chul Yong Kim,13,2,S760-S760,Elsevier BV,0.34648494,OpenAlex,False,0,0.0,1556-0864,W2520169755,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Brachial-ankle pulse wave velocity is associated with composite carotid and coronary atherosclerosis in a middle-aged asymptomatic population,Atherosclerosis,2016,Journal Articles,10.1016/j.atherosclerosis.2016.07.248,https://doi.org/10.1016/j.atherosclerosis.2016.07.248,Hyung Joon Joo; S.A. Cho; J.Y. Cho; Suk Lee; J.H. Park; Sung Ho Hwang; Soon Jun Hong; Cheol Woong Yu; Do‐Sun Lim,9,252,e5-e5,Elsevier BV,0.1524395,OpenAlex,False,0,0.0,0021-9150,W2521887079,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Sustained metabolic syndrome after lifestyle counseling was associated with higher risk of subclinical coronary atherosclerosis,Atherosclerosis,2016,Journal Articles,10.1016/j.atherosclerosis.2016.07.249,https://doi.org/10.1016/j.atherosclerosis.2016.07.249,Hyung Joon Joo; S.A. Cho; J.Y. Cho; Suk Lee; J.H. Park; Sung Ho Hwang; Soon Jun Hong; Cheol Woong Yu; Kozin An; Do‐Sun Lim,10,252,e5-e5,Elsevier BV,0.16996769,OpenAlex,False,0,0.0,0021-9150,W2523374909,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A Study of Acute Genitourinary and Gastrointestinal Toxicity Relationship With Planning Index in Prostate Cancer Treated by Helical Tomotherapy,International Journal of Radiation Oncology*Biology*Physics,2016,Journal Articles,10.1016/j.ijrobp.2016.06.2223,https://doi.org/10.1016/j.ijrobp.2016.06.2223,Suk Lee; Kwang Hyeon Kim; Yuan Cao; J.B. Shim; Kyung Hwan Chang; Joon-Hyuk Ko; Seong Choi; S.H. Lee; C. Min; Won Sup Yoon; Dae Sik Yang; Y.J. Park; Chul Yong Kim,13,96,E636-E637,Elsevier BV,0.19962165,OpenAlex,False,0,0.0,0360-3016,W2528129327,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,The Pancreatic Tissue Regeneration and Molecular Regulators.,Daehan hae'bu haghoeji,2008,Journal Articles,,,Hong Sw; Suk Lee; I S Park,3,41,223-230,,0.42188377,OpenAlex,False,0,0.0,1225-1305,W2586263047,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,"Comparative Analysis of the Expression of p53, Rb, PCNA in thc Gastric Carcinoma.",The Korean Journal of Internal Medicine,1997,Journal Articles,,,Suk Lee; Byung-Jae Moon; Choi Sk; Rew Cs; Yoon Cm; C S Park,6,52,846-857,Korean Association of Internal Medicine,0.35778554,OpenAlex,False,0,0.0,1226-3303,W2586389816,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Prognostic Factors in Patient with Aortic Dissection.,Chonnam Medical Journal,2005,Journal Articles,,,Suk Lee; Yun Ns; Chung Jw; JS Cho; Hwang Sh; Kim W; Park Jc; Cho Jg; Myoung-Ho Jeong,9,41,166-171,,0.39237474,OpenAlex,False,0,0.0,0377-9564,W2586628087,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Invasive Pulmonary Aspergillosis Involving Right Subclavian Artery and Chest Wall.,The Korean Journal of Internal Medicine,1997,Journal Articles,,,Yoon Ys; Chong Sy; Choi Bh; Kim Sc; Suh Hc; Suk Lee; Yoo Nc; Min Yh; Hahn Js; Young-Joon Ko,10,53,256-260,Korean Association of Internal Medicine,0.3623197,OpenAlex,False,0,0.0,1226-3303,W2586993970,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,A Case of Anomalous Termination of the Common Bile Duct into the Duodenal Bulb.,Korean Journal of Gastrointestinal Endoscopy,1988,Journal Articles,,,Choi Sk; DH Yang; Yoon Kh; Suk Lee; Rew Js; Chang-Seok Yoon,6,8,149-151,,0.43177045,OpenAlex,False,0,0.0,,W2587497356,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,Molecular typing of Helicobacter pylori by random amplified polymorphic DNA analysis in patients with gastroduodenal diseases.,The Korean Journal of Internal Medicine,2001,Journal Articles,,,Suk Lee; Min-Kyoung Shin,2,60,115-122,Korean Association of Internal Medicine,0.3525329,OpenAlex,False,0,0.0,1226-3303,W2588161138,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
Suk Lee,https://www.unsw.edu.au/staff/suk-lee,UNSW Sydney,Finance,The Clinical Analysis of Acute Necrotizing Pancreatitis.,Korean Journal of Hepato-Biliary-Pancreatic Surgery,1998,Journal Articles,,,Park Iy; Ki Mh; Lee Kh; Jeon Hm; Suk Lee; Kim Dg; Kim Ek; S N Kim,8,2,109-115,,0.39622352,OpenAlex,False,0,0.0,1738-6349,W2588191355,name+institution,A5023783774,probable name collision: only 2 of 186 in a business journal
